Author,Message_Count,Total_Characters,Average_Content_Length,Activity_Category
Terra;)#1366,1,18.0,3.0,Very Low
TestTest#5065,1,18.0,3.0,Very Low
Tetsul#9493,1,18.0,3.0,Very Low
Texacan45#9929,3,279.0,15.333333333333334,Very Low
Tharnox ☆#8158,1,18.0,3.0,Very Low
That9koi#4832,1,18.0,3.0,Very Low
The Captain#9986,1,33.0,8.0,Very Low
The Dad#7224,1,18.0,3.0,Very Low
The King#8258,1,18.0,3.0,Very Low
TheCaptain#8343,1,18.0,3.0,Very Low
TheCryptoArtist#1628,1,18.0,3.0,Very Low
TheCryptoPort#4316,1,18.0,3.0,Very Low
TheDuckgirl22#1208,1,18.0,3.0,Very Low
TheLaughingMann#7875,1,18.0,3.0,Very Low
TheLetterM#1073,1,18.0,3.0,Very Low
TheMadZao#0610,1,18.0,3.0,Very Low
TheNarrator#6465,2,20.0,2.0,Very Low
TheNico#1517,1,18.0,3.0,Very Low
TheRealRoasty#6257,1,18.0,3.0,Very Low
TheZialex#0391,1,18.0,3.0,Very Low
The_Vinge#5483,1,18.0,3.0,Very Low
Theherodoctor#1239,1,18.0,3.0,Very Low
Thierry Caminel#8538,1,18.0,3.0,Very Low
Thin (πâåπéúπâ│≡ƒî╕)#0546,1,18.0,3.0,Very Low
Thomas de Marchin#2707,2,227.0,20.0,Very Low
Thomastechassist✪#1261,1,18.0,3.0,Very Low
Thorbeos#1341,2,76.0,6.5,Very Low
Thoret6#4573,1,18.0,3.0,Very Low
ThunderThighs#6185,1,18.0,3.0,Very Low
Tico#5379,1,18.0,3.0,Very Low
Tigris#0441,1,18.0,3.0,Very Low
Tii Na .......Γÿ╗#6659,1,18.0,3.0,Very Low
TimDaub#7709,74,9042.0,21.756756756756758,Low
Timothy.AthenaProtocol.Eth#2384,50,7086.0,26.18,Low
Timur88#7910,1,18.0,3.0,Very Low
Titty Inspector Pandora#1506,1,18.0,3.0,Very Low
TobiMini#1517,1,18.0,3.0,Very Low
Tobiwi#1044,1,18.0,3.0,Very Low
Tom P.#2776,1,18.0,3.0,Very Low
Tom T#3330,1,18.0,3.0,Very Low
Tom Walter#4780,2,32.0,2.5,Very Low
TomOcean#9057,1,18.0,3.0,Very Low
Tomoki#7982,2,322.0,27.0,Very Low
TomyLBT#0996,1,18.0,3.0,Very Low
Ton Gomez#2462,1,18.0,3.0,Very Low
Tonfield consult#1068,2,81.0,7.0,Very Low
ToniBqg#2637,1,18.0,3.0,Very Low
Toni_Esc#7436,1,18.0,3.0,Very Low
Tony | Montana#1596,1,39.0,7.0,Very Low
TonySmith#2580,1,18.0,3.0,Very Low
Tony_#3719,1,18.0,3.0,Very Low
Tonyous#6922,1,18.0,3.0,Very Low
Tori <3#2257,1,18.0,3.0,Very Low
Toru#7349,1,18.0,3.0,Very Low
Toscojosh#1288,8,312.0,7.375,Very Low
Tracey_#0882,1,18.0,3.0,Very Low
Tradenut#9720,1,18.0,3.0,Very Low
Trader1oz#4003,2,157.0,15.5,Very Low
TraderSmader#9989,1,18.0,3.0,Very Low
Trappmastuh#0260,1,18.0,3.0,Very Low
Traxxy_#6300,1,18.0,3.0,Very Low
Treasured111#5942,1,18.0,3.0,Very Low
Tribal1#3823,1,18.0,3.0,Very Low
Trillion#7834,1,18.0,3.0,Very Low
Trixiy Baji#1672,1,18.0,3.0,Very Low
"TruOHMies (4,4)#4344",1,18.0,3.0,Very Low
True#5674,1,18.0,3.0,Very Low
TrueFit#5187,1,18.0,3.0,Very Low
Tugce#4664,1,18.0,3.0,Very Low
Tugrul Bayrak#3861,1,18.0,3.0,Very Low
TuomasP#2986,1,18.0,3.0,Very Low
Tuxo#0191,1,18.0,3.0,Very Low
Tuğrul Bayrak | Datatera.se#5738,1,18.0,3.0,Very Low
TweetShift#4434,0,0.0,,
Twila Weissnat#8489,1,18.0,3.0,Very Low
Twindatacoin#5220,1,18.0,3.0,Very Low
TwisterCat#4155,1,18.0,3.0,Very Low
Tyler_Durden#5695,1,18.0,3.0,Very Low
Tⓗe CⓄIN King 👑#1805,1,18.0,3.0,Very Low
UNKNOWN#5929,1,18.0,3.0,Very Low
USER 939 - JOM#9680,1,77.0,17.0,Very Low
Ucube Mater#2339,1,18.0,3.0,Very Low
Ufhuck#3804,1,18.0,3.0,Very Low
Uldyn#7047,1,18.0,3.0,Very Low
Umbra#7299,1,18.0,3.0,Very Low
Umer K#9867,3,233.0,13.666666666666666,Very Low
Uncosted#8409,1,18.0,3.0,Very Low
Uniswap (V3)#5435,1,18.0,3.0,Very Low
Uniswap#5502,1,18.0,3.0,Very Low
Uniswap#7982,1,18.0,3.0,Very Low
Unknown_user#8410,1,18.0,3.0,Very Low
Untimely#6010,1,18.0,3.0,Very Low
Unyil_Ndulls#0745,1,18.0,3.0,Very Low
Upen#5754,1,18.0,3.0,Very Low
UrFavTaco#3092,1,18.0,3.0,Very Low
UrManCallMeDaddy#4277,1,18.0,3.0,Very Low
Usama#9682,3,100.0,5.666666666666667,Very Low
User17.com#9110,1,18.0,3.0,Very Low
Utsunomiya#8737,1,18.0,3.0,Very Low
Uzox#9688,0,0.0,,
V!c70&#3089,1,18.0,3.0,Very Low
V!c70&#9833,1,18.0,3.0,Very Low
VD#0383,1,18.0,3.0,Very Low
VG_Nightwalker#4118,1,18.0,3.0,Very Low
VOLIDAS23#5375,1,18.0,3.0,Very Low
VORN#3557,1,18.0,3.0,Very Low
VSD#9776,1,18.0,3.0,Very Low
VVcoin#6821,1,18.0,3.0,Very Low
Vafi#9356,1,18.0,3.0,Very Low
Valentino#5098,1,18.0,3.0,Very Low
Valeria Γ¥ñ#8902,1,18.0,3.0,Very Low
Van Basten#3081,1,18.0,3.0,Very Low
Vandi#2104,1,18.0,3.0,Very Low
Vanity#3288,1,52.0,11.0,Very Low
Varkito#8385,1,18.0,3.0,Very Low
VastBlast#5152,1,18.0,3.0,Very Low
Ved2103#3062,2,103.0,10.0,Very Low
Vedika#9116,1,18.0,3.0,Very Low
Veeka#2902,1,18.0,3.0,Very Low
Vefa & l╠╢i╠╢o╠╢$t╠╢i╠╢o╠╢s╠╢_#7199,1,18.0,3.0,Very Low
Veg#6074,1,18.0,3.0,Very Low
Veggus#2766,1,18.0,3.0,Very Low
Velvet#5050,1,18.0,3.0,Very Low
Venom | YGG#4905,2,131.0,12.5,Very Low
Verification  Bot✅#2247,1,18.0,3.0,Very Low
Verified Support#0735,1,18.0,3.0,Very Low
Verified Support#2904,1,18.0,3.0,Very Low
Vert#6458,1,18.0,3.0,Very Low
Vesus#9416,3,103.0,7.333333333333333,Very Low
Vex$#8225,1,18.0,3.0,Very Low
Vexera#3929,1,18.0,3.0,Very Low
Victoryman#3845,1,18.0,3.0,Very Low
Vijay#3117,1,18.0,3.0,Very Low
Vijay#6986,1,18.0,3.0,Very Low
Vincentyeo68#0079,1,18.0,3.0,Very Low
Vini do sul#6703,1,18.0,3.0,Very Low
Vinn-#3968,1,18.0,3.0,Very Low
Vintage Gold#2799,4,350.0,16.25,Very Low
ViresInNumeris#1444,1,18.0,3.0,Very Low
Virgil terry#8856,1,18.0,3.0,Very Low
Visc#2811,1,18.0,3.0,Very Low
VishalM#3601,1,18.0,3.0,Very Low
VladFV#2702,1,18.0,3.0,Very Low
Vryses#1395,1,18.0,3.0,Very Low
WADE#3342,1,18.0,3.0,Very Low
WHF- Work From Home#6631,1,367.0,51.0,Very Low
Waffle#6322,1,18.0,3.0,Very Low
Walid#4522,1,18.0,3.0,Very Low
WarLord.#0033,1,18.0,3.0,Very Low
Warrior Kat#8604,1,18.0,3.0,Very Low
Waymintbih#9600,1,18.0,3.0,Very Low
Werita#7757,1,18.0,3.0,Very Low
WetLettuce#8450,1,18.0,3.0,Very Low
Whaaaat#0625,1,18.0,3.0,Very Low
WhaleInTheWater#0356,1,18.0,3.0,Very Low
Whereueyes#4875,1,18.0,3.0,Very Low
Whipski#6940,1,18.0,3.0,Very Low
Wicho itj#9118,1,18.0,3.0,Very Low
Wilde Rose#9514,1,18.0,3.0,Very Low
WilliamChitangala#7018,1,2.0,1.0,Very Low
Williams#9174,1,18.0,3.0,Very Low
Wise#8665,2,36.0,3.0,Very Low
Wix.#4189,1,18.0,3.0,Very Low
Wofter#9996,1,237.0,44.0,Very Low
Wolken#2176,1,18.0,3.0,Very Low
WonderKookie#6978,2,200.0,17.0,Very Low
Worn#1705,1,18.0,3.0,Very Low
WtfIsThat#9233,1,18.0,3.0,Very Low
Wuesten#6096,3,741.0,42.0,Very Low
Wukali (Mains)#4619,1,18.0,3.0,Very Low
Wulf#6078,1,18.0,3.0,Very Low
Władysław Anders#6127,3,54.0,3.0,Very Low
X TA C#1167,2,1228.0,87.0,Very Low
X3H4Z#3285,1,18.0,3.0,Very Low
XP Bot#1778,104,6802.0,10.85576923076923,Moderate
XR#7403,1,18.0,3.0,Very Low
XX.SANTANMA#6450,1,2.0,1.0,Very Low
Xanny#5920,1,18.0,3.0,Very Low
Xel24#7591,1,151.0,31.0,Very Low
Xenonn#4663,1,18.0,3.0,Very Low
Xenzexes#6651,1,18.0,3.0,Very Low
XeroDuat#5860,1,18.0,3.0,Very Low
Xi Jinping#3145,1,18.0,3.0,Very Low
Xk9eboF6#0464,73,4601.0,11.438356164383562,Low
Y2KisLIVE#5593,1,18.0,3.0,Very Low
YFKisMEN#5807,1,18.0,3.0,Very Low
YG#3340,2,31.0,2.5,Very Low
YO_Harp#7854,1,18.0,3.0,Very Low
YSBVII#7892,3,774.0,46.666666666666664,Very Low
Yami Yugi#7307,1,18.0,3.0,Very Low
Yannick#1086,1,18.0,3.0,Very Low
Yannick#1878,1,18.0,3.0,Very Low
Yasushi#2482,1,18.0,3.0,Very Low
Yen Tran#0325,1,18.0,3.0,Very Low
YesMaster#4367,2,23.0,2.0,Very Low
Yogz#3424,1,18.0,3.0,Very Low
Yoki#3353,1,18.0,3.0,Very Low
YoshiOn3DS#1812,1,18.0,3.0,Very Low
Yrtee#0431,1,18.0,3.0,Very Low
Yui.TheCutie#2837,1,18.0,3.0,Very Low
Yuis#5948,1,18.0,3.0,Very Low
Yulia#5751,1,18.0,3.0,Very Low
Yxsin#6760,1,18.0,3.0,Very Low
Y┼ìshanai#5022,1,18.0,3.0,Very Low
ZAWVENOMOUS#8168,1,18.0,3.0,Very Low
ZENPAKU#2760,1,18.0,3.0,Very Low
ZOMBIE#8665,1,18.0,3.0,Very Low
Zaahirah <3#6774,1,18.0,3.0,Very Low
ZachC#8417,1,18.0,3.0,Very Low
Zack Carroll#4397,1,18.0,3.0,Very Low
Zack#5719,2,67.0,6.0,Very Low
ZackG#5152,1,18.0,3.0,Very Low
Zakut | Fringe#1084,1,18.0,3.0,Very Low
Zané_van_Greuning#7553,1,18.0,3.0,Very Low
Zaszer#1448,1,18.0,3.0,Very Low
Zealy#1788,2,100.0,8.5,Very Low
Zeca#8095,1,18.0,3.0,Very Low
ZelCru#6501,1,18.0,3.0,Very Low
ZennyΓ£¿#2481,1,18.0,3.0,Very Low
Zeromus#8201,1,18.0,3.0,Very Low
Zetsubou#7744,1,18.0,3.0,Very Low
ZhangLiao#9941,1,18.0,3.0,Very Low
Zodaxes123#0699,1,18.0,3.0,Very Low
Zweks#4146,1,18.0,3.0,Very Low
ZÀÌÑ#9391,1,18.0,3.0,Very Low
Z├ÿ╬ú#7137,1,18.0,3.0,Very Low
Z╬₧╨ÿ╬ÿX#5696,1,18.0,3.0,Very Low
[AFK] Mazed#2933,1,18.0,3.0,Very Low
[HACK]pothead$ | Wen Moon Guild#4514,4,60.0,3.0,Very Low
[MOD] aciooa#7243,1,18.0,3.0,Very Low
[ThatOneWeirdo]#7734,1,18.0,3.0,Very Low
[seba]#7604,1,18.0,3.0,Very Low
[≡ƒîƒ] zee#2147,1,18.0,3.0,Very Low
[❦Ҩ]ılIıIIı 𝔇𝔧 𝔰𝔴𝔬𝔯𝔡 ılIıIIı[✦✬]#4203,1,18.0,3.0,Very Low
^Vertical^#0928,1,18.0,3.0,Very Low
_1tachI_#2527,1,18.0,3.0,Very Low
_4d4m4s,1,23.0,4.0,Very Low
_7ucky,2,287.0,29.5,Very Low
_Fizzy_#4697,1,18.0,3.0,Very Low
_Hunterツ#8593,1,18.0,3.0,Very Low
_McGovern_#3063,1,18.0,3.0,Very Low
_Susuu_#1854,1,18.0,3.0,Very Low
___noodle___,1,18.0,3.0,Very Low
__bachman__,1,22.0,3.0,Very Low
__dc__.,7,466.0,12.428571428571429,Very Low
__nemes1s,1,18.0,3.0,Very Low
__satoshi,1,18.0,3.0,Very Low
__x1y1__,2,20.0,2.0,Very Low
_amiru,1,18.0,3.0,Very Low
_anaconda_,3,24.0,1.6666666666666667,Very Low
_anthonyc.,1,18.0,3.0,Very Low
_arrison,1,18.0,3.0,Very Low
_austin11,1,18.0,3.0,Very Low
_b0ban,1,18.0,3.0,Very Low
_beelal,1,18.0,3.0,Very Low
_bestoftheworst_,2,79.0,7.5,Very Low
_betsu,1,18.0,3.0,Very Low
_biggyyy,6,412.0,13.0,Very Low
_bitman,1,18.0,3.0,Very Low
_breta,5,562.0,20.6,Very Low
_buzbuz,1,18.0,3.0,Very Low
_calbean,1,18.0,3.0,Very Low
_carla_,4,246.0,11.5,Very Low
_commonman_,1,18.0,3.0,Very Low
_cryptogeek,9,821.0,17.0,Very Low
_cryptop_,1,57.0,10.0,Very Low
_dlwlrma#2262,1,18.0,3.0,Very Low
_dreez,1,18.0,3.0,Very Low
_ecardo5o,2,1157.0,100.5,Very Low
_efe21,1,18.0,3.0,Very Low
_ehawkins,1,18.0,3.0,Very Low
_hugo_12,9,1235.0,26.77777777777778,Very Low
_ilhan,4,265.0,13.0,Very Low
_jerry_jung,1,18.0,3.0,Very Low
_jmc_.,1,18.0,3.0,Very Low
_klasa,1,18.0,3.0,Very Low
_leandy,1,18.0,3.0,Very Low
_lucky_13_,1,6.0,1.0,Very Low
_lynxrose,1,312.0,62.0,Very Low
_martijn.,3,563.0,31.666666666666668,Very Low
_mikeje,1,18.0,3.0,Very Low
_misteranderson,7,566.0,14.571428571428571,Very Low
_moonsicle,3,135.0,9.666666666666666,Very Low
_nehehe,1,79.0,15.0,Very Low
_nico586,1,18.0,3.0,Very Low
_patrick_1016,1,18.0,3.0,Very Low
_pedropan,1,93.0,10.0,Very Low
_ph0bos_,2,48.0,4.0,Very Low
_pookky,1,18.0,3.0,Very Low
_raivyn,3,295.0,20.0,Very Low
_razito,1,225.0,40.0,Very Low
_relic.,1,54.0,11.0,Very Low
_rohang,18,805.0,8.61111111111111,Low
_s3bz_,4,8.0,1.0,Very Low
_santicu,1,18.0,3.0,Very Low
_slimshadi,2,20.0,2.0,Very Low
_srinithi_sivakumar_,3,773.0,40.666666666666664,Very Low
_ssq_,1,18.0,3.0,Very Low
_tads,1,18.0,3.0,Very Low
_the_anime_lover_,1,18.0,3.0,Very Low
_tylerdurden,2,36.0,3.0,Very Low
_tzouliano,1,18.0,3.0,Very Low
_ulysses_,3,103.0,4.666666666666667,Very Low
_unmarked,1,18.0,3.0,Very Low
_wildkiwi,1,18.0,3.0,Very Low
_yexxis,5,341.0,11.8,Very Low
_zaroon,3,7.0,1.0,Very Low
_zulox_,1,18.0,3.0,Very Low
`Amqa#2025,1,18.0,3.0,Very Low
a monkey#8193,1,18.0,3.0,Very Low
a!leen#3863,1,18.0,3.0,Very Low
a.bektas38,2,505.0,41.5,Very Low
a.sydorenko,1,18.0,3.0,Very Low
a13xand3rr,3,209.0,13.666666666666666,Very Low
a1eks_ei,1,18.0,3.0,Very Low
a244891,3,90.0,5.333333333333333,Very Low
a678zx,1,18.0,3.0,Very Low
a_i_aron,1,18.0,3.0,Very Low
a_sherred,1,107.0,20.0,Very Low
aaa11111111,1,18.0,3.0,Very Low
aaaaa.zao,1,18.0,3.0,Very Low
aaaaaaaaaaaaaaaaaa11,4,75.0,3.75,Very Low
aaoliko,1,98.0,20.0,Very Low
aar0n__,24,1606.0,12.625,Low
aaron8269,1,18.0,3.0,Very Low
aarzy26,1,18.0,3.0,Very Low
aasdasd#2130,1,18.0,3.0,Very Low
aasdsa#3113,1,18.0,3.0,Very Low
aaydee,2,330.0,27.5,Very Low
aazat,1,18.0,3.0,Very Low
abbasmformystic,4,268.0,11.0,Very Low
abbey#4091,1,18.0,3.0,Very Low
abcd1234#9140,1,18.0,3.0,Very Low
abcda1234,1,18.0,3.0,Very Low
abdansf.,5,35.0,2.2,Very Low
abdelkh98,1,18.0,3.0,Very Low
abdelmoumen#3618,1,18.0,3.0,Very Low
abdulmazid_,209,13933.0,11.181818181818182,Moderate
abdulramana2.bnb,3,111.0,7.666666666666667,Very Low
abedkingfc91,3,429.0,27.333333333333332,Very Low
abeg0mez,3,35.0,2.0,Very Low
abessalov,16,2539.0,27.6875,Low
abhay_61824,1,2.0,1.0,Very Low
abhi1203#4926,1,18.0,3.0,Very Low
abhimore#4262,1,18.0,3.0,Very Low
abid9605,1,18.0,3.0,Very Low
abitcoiner,1,18.0,3.0,Very Low
abl_0,3,54.0,3.6666666666666665,Very Low
ablazleon#3510,1,18.0,3.0,Very Low
abol3z,1,462.0,73.0,Very Low
abrhem#5647,1,18.0,3.0,Very Low
abrom8,12,1964.0,25.666666666666668,Low
abs0065,1,18.0,3.0,Very Low
absolutely_able#7960,1,18.0,3.0,Very Low
abstractumx,2,21.0,2.0,Very Low
abualmualim,10,248.0,4.8,Very Low
abude0556,1,46.0,9.0,Very Low
abyss_kuroneko,1,18.0,3.0,Very Low
ac91#4679,1,18.0,3.0,Very Low
acashmoney,1,18.0,3.0,Very Low
acblock.,1,18.0,3.0,Very Low
acdc2021#5791,1,18.0,3.0,Very Low
acder24,1,159.0,29.0,Very Low
ace404#3846,1,18.0,3.0,Very Low
aceinthehole13,4,346.0,15.75,Very Low
achieneedtowin,4,145.0,6.75,Very Low
acid#1328,1,18.0,3.0,Very Low
ackupacko#8911,1,18.0,3.0,Very Low
acod749,1,18.0,3.0,Very Low
active_testnet,2,37.0,4.5,Very Low
acybersloth,1,18.0,3.0,Very Low
ad_c_,1,18.0,3.0,Very Low
adad#4297,1,18.0,3.0,Very Low
adam0156,2,36.0,3.0,Very Low
adamcresnick#0779,1,18.0,3.0,Very Low
adamek#8682,1,18.0,3.0,Very Low
adamsoffer,1,18.0,3.0,Very Low
adamuso1,1,18.0,3.0,Very Low
adan9443,2,92.0,9.5,Very Low
adanamics,1,18.0,3.0,Very Low
adar707,1,18.0,3.0,Very Low
aday_hidalgo777,2,21.0,1.5,Very Low
adebola,5,181.0,7.0,Very Low
ademckc#8251,2,12.0,1.0,Very Low
adesuwa#0884,1,18.0,3.0,Very Low
adezz#4283,1,18.0,3.0,Very Low
adi1iciousb4,1,18.0,3.0,Very Low
adityachk2002,4,71.0,3.75,Very Low
adluna_,1,18.0,3.0,Very Low
adlus,3,138.0,8.333333333333334,Very Low
administrator0014,1,18.0,3.0,Very Low
adnlah,1,11.0,2.0,Very Low
adonnini,11,1174.0,19.0,Low
adrianv8871,1,18.0,3.0,Very Low
adriel.tokyo#7819,12,394.0,6.416666666666667,Low
adrien_re,1,18.0,3.0,Very Low
adventureisles,1,18.0,3.0,Very Low
adventurer2070,1,18.0,3.0,Very Low
adversecatalyst,1,6.0,2.0,Very Low
aegaeond0,1,18.0,3.0,Very Low
aer20#5339,1,18.0,3.0,Very Low
aesumdood,2,389.0,33.5,Very Low
afonso9673,22,760.0,6.909090909090909,Low
afrika4000,1,18.0,3.0,Very Low
aftn_,1,18.0,3.0,Very Low
ag0065,1,18.0,3.0,Very Low
agbi9,1,2.0,1.0,Very Low
agentic_state,2,89.0,9.0,Very Low
agil#6686,1,18.0,3.0,Very Low
agostinho90#2242,2,30.0,3.0,Very Low
agreos#6005,1,18.0,3.0,Very Low
agustinustheoo,1,18.0,3.0,Very Low
ahatch1526,1,18.0,3.0,Very Low
ahhheng#6315,1,18.0,3.0,Very Low
ahmedcrypto100,1,6.0,1.0,Very Low
ahmet33chz,1,5.0,1.0,Very Low
aiaa#1367,1,18.0,3.0,Very Low
aichain#9454,3,649.0,33.333333333333336,Very Low
aikin#0195,1,18.0,3.0,Very Low
aikin6,3,482.0,29.333333333333332,Very Low
ainullindale,1,82.0,15.0,Very Low
airronzear,1,18.0,3.0,Very Low
airtrax,6,1073.0,31.666666666666668,Very Low
aiswarya.cryptic#1738,2,325.0,24.0,Very Low
aithost,2,182.0,16.0,Very Low
ajai.markeese#2032,1,18.0,3.0,Very Low
ajc79,2,233.0,20.0,Very Low
ajchakravarthy,1,18.0,3.0,Very Low
ajodis,3,107.0,7.333333333333333,Very Low
ak2288,1,18.0,3.0,Very Low
akasapov,1,18.0,3.0,Very Low
akellaswapna,1,18.0,3.0,Very Low
akhrol,3,6.0,1.0,Very Low
akimberlyrose#7189,1,18.0,3.0,Very Low
akincibor,1,18.0,3.0,Very Low
akiraspace,1,18.0,3.0,Very Low
akitsuru13,1,18.0,3.0,Very Low
akmalhikam#2039,1,17.0,4.0,Very Low
akonale#9485,1,18.0,3.0,Very Low
akpatel#8776,1,18.0,3.0,Very Low
akrtws,5,950.0,32.8,Very Low
aks17516,2,212.0,18.5,Very Low
aks3963,1,18.0,3.0,Very Low
akshata6695,1,18.0,3.0,Very Low
akshay0738,4,139.0,5.5,Very Low
akshay4839,1,18.0,3.0,Very Low
akshayd99,1,233.0,39.0,Very Low
akstudios88,1,18.0,3.0,Very Low
akuma9640,6,784.0,24.5,Very Low
al.su.2989,1,18.0,3.0,Very Low
al_koii,4,174.0,8.0,Very Low
alanmatos93,4,266.0,10.25,Very Low
alanmc,1,18.0,3.0,Very Low
alansamet777,2,43.0,4.5,Very Low
alanub.,1,18.0,3.0,Very Low
alastrat,1,18.0,3.0,Very Low
albefuen#1112,1,18.0,3.0,Very Low
albertink#7577,1,18.0,3.0,Very Low
albertov19,1,18.0,3.0,Very Low
albin987#4824,1,18.0,3.0,Very Low
alcoholawareness#4126,1,18.0,3.0,Very Low
alec1419,3,161.0,9.333333333333334,Very Low
alecgrawe,1,18.0,3.0,Very Low
aleidadevpost#8087,1,18.0,3.0,Very Low
alejak9dz,1,18.0,3.0,Very Low
alejo bot???#9441,1,18.0,3.0,Very Low
aleksandr9788,3,120.0,8.333333333333334,Very Low
aleksey777,1,2.0,1.0,Very Low
alensixnine,2,58.0,5.5,Very Low
alephvnull,2,36.0,3.0,Very Low
alessandrocuglietta,1,18.0,3.0,Very Low
alessandromayer,1,18.0,3.0,Very Low
alessio#6415,1,18.0,3.0,Very Low
alessio11199,1,18.0,3.0,Very Low
alex.13s,4,1718.0,63.0,Very Low
alex.ha#2766,2,28.0,2.0,Very Low
alex.rawitz.,1,18.0,3.0,Very Low
alex.v | Gnosis#4495,1,18.0,3.0,Very Low
alex7264,2,107.0,9.5,Very Low
alex83032#8566,3,501.0,27.666666666666668,Very Low
alexBelanger#4180,1,23.0,5.0,Very Low
alexandra_samo,1,152.0,24.0,Very Low
alexandtony3717,1,41.0,7.0,Very Low
alexav901,1,18.0,3.0,Very Low
alexbm.,1,18.0,3.0,Very Low
alexcos20,365,24651.0,12.586301369863014,Moderate
alexe#5420,1,18.0,3.0,Very Low
alexe88,1,18.0,3.0,Very Low
alexey.betimi,1,18.0,3.0,Very Low
alexinwonderlands#2180,1,18.0,3.0,Very Low
alexl3717,2,146.0,11.0,Very Low
alexmasmej,4,110.0,5.0,Very Low
alexmt__,1,18.0,3.0,Very Low
alexperrini,1,18.0,3.0,Very Low
alexqzm#0467,1,18.0,3.0,Very Low
alexrayvsn,1,18.0,3.0,Very Low
alexrolex2b#8601,1,18.0,3.0,Very Low
alextoti.,7,362.0,9.0,Very Low
alexvinyas#2545,1,18.0,3.0,Very Low
alexweb310,2,148.0,13.5,Very Low
alexxxyz#6303,5,435.0,18.2,Very Low
alfa1421,4,129.0,6.0,Very Low
alfa_life,3,130.0,9.333333333333334,Very Low
alfajha 34#7411,1,18.0,3.0,Very Low
alhasan007,1,112.0,24.0,Very Low
alia#9294,1,18.0,3.0,Very Low
alias95,1,18.0,3.0,Very Low
alibaba0810,12,2650.0,31.083333333333332,Low
alibaba7014,1,74.0,14.0,Very Low
alice3311,2,556.0,49.5,Very Low
alida#5482,1,18.0,3.0,Very Low
alimbu57,3,139.0,9.0,Very Low
alinaz#2130,1,18.0,3.0,Very Low
alinetla,8,462.0,8.875,Very Low
alisenicegirl#5572,1,18.0,3.0,Very Low
alix#9127,1,18.0,3.0,Very Low
alizona#6384,1,18.0,3.0,Very Low
all.calina,6,1247.0,36.833333333333336,Very Low
allegedly42,1,18.0,3.0,Very Low
allen tucker#4573,1,18.0,3.0,Very Low
allquantor,3,170.0,11.0,Very Low
allroundwagmi#6076,4,987.0,37.25,Very Low
ally_efemere,1,18.0,3.0,Very Low
almog#1551,6,485.0,15.0,Very Low
aloe2283,3,54.0,3.0,Very Low
alokmishra01,1,18.0,3.0,Very Low
aloresearch,1,18.0,3.0,Very Low
alott.,1,18.0,3.0,Very Low
aloysious_x,1,18.0,3.0,Very Low
alphagrowthjoe,1,107.0,23.0,Very Low
altanatia,1,18.0,3.0,Very Low
alteredcarbon_,2,35.0,2.5,Very Low
althea_lakshmi,1,18.0,3.0,Very Low
altin.g,1,18.0,3.0,Very Low
alvaroderamonmurillo,3,277.0,13.333333333333334,Very Low
alvin132#9763,1,18.0,3.0,Very Low
alvinorito#9645,1,18.0,3.0,Very Low
alvnod#7323,2,53.0,5.0,Very Low
alwaysgotlucky,4,1399.0,56.25,Very Low
alwaysmonday36,1,18.0,3.0,Very Low
alx.#2299,1,18.0,3.0,Very Low
al🎏#0437,7,374.0,10.0,Very Low
amaechieth,2,26.0,2.5,Very Low
amalnathsathyan,1,18.0,3.0,Very Low
amalthea__,3,603.0,39.0,Very Low
amanbishnoi,11,1300.0,19.181818181818183,Low
amandineflachs,1,18.0,3.0,Very Low
amanintech,1,18.0,3.0,Very Low
amaurylr,6,110.0,4.0,Very Low
amazon#6915,1,18.0,3.0,Very Low
amberdu.,1,18.0,3.0,Very Low
amd#5425,1,18.0,3.0,Very Low
ameya,3,273.0,16.666666666666668,Very Low
amigji,1,18.0,3.0,Very Low
amiiraa,1,50.0,10.0,Very Low
amincool,1,18.0,3.0,Very Low
amirlosco13#5841,1,18.0,3.0,Very Low
amiro0o,1,18.0,3.0,Very Low
amirra#2509,1,18.0,3.0,Very Low
amirtds,2,796.0,80.0,Very Low
amiya4759,1,110.0,22.0,Very Low
amjad_baig,1,18.0,3.0,Very Low
amjax88,2,88.0,9.0,Very Low
amkys,1,18.0,3.0,Very Low
ammarash9#1055,2,36.0,3.0,Very Low
amoghgopadi,1,18.0,3.0,Very Low
amosbar,1,18.0,3.0,Very Low
amrezy#0369,1,18.0,3.0,Very Low
amuteant,1,18.0,3.0,Very Low
an intruder#7601,1,18.0,3.0,Very Low
an_upam,1,18.0,3.0,Very Low
ana staiasia#8014,1,18.0,3.0,Very Low
anacardells,1,173.0,37.0,Very Low
anahuang,1,18.0,3.0,Very Low
anais12345678,1,18.0,3.0,Very Low
anakin.btc,3,22.0,1.6666666666666667,Very Low
anakin1,1,18.0,3.0,Very Low
analiticn03,1,18.0,3.0,Very Low
ananya2654,1,18.0,3.0,Very Low
anaomii,3,583.0,36.0,Very Low
anapheys,2,218.0,21.0,Very Low
anbenlaffo,1,18.0,3.0,Very Low
ancarizan,59,4963.0,12.711864406779661,Low
andhi2ka#0252,1,5.0,1.0,Very Low
andianto,1,14.0,2.0,Very Low
andii#8963,1,18.0,3.0,Very Low
andik_83,1,18.0,3.0,Very Low
andr3i6741,2,25.0,2.5,Very Low
andre.amaru#9652,1,18.0,3.0,Very Low
andre0815_,1,78.0,15.0,Very Low
andreas_ad13#5053,1,18.0,3.0,Very Low
